iata_code,name,municipality,latitude_deg,longitude_deg,iso_country
ILZ,Žilina-Dolný Hričov Airport,Dolný Hričov,49.233292,18.613386,SK
GDT,JAGS McCartney International Airport,Cockburn Town,21.4445,-71.142303,TC
NCA,North Caicos Airport,North Caicos,21.916094,-71.942954,TC
PLS,Providenciales International Airport,Providenciales,21.773697,-72.268321,TC
XSC,South Caicos Airport,South Caicos,21.515699,-71.528503,TC
BRX,Maria Montez International Airport,Barahona,18.25149917602539,-71.12039947509766,DO
CBJ,Cabo Rojo Airport,Cabo Rojo,17.929000854492188,-71.6447982788086,DO
AZS,Samaná El Catey International Airport,Samana,19.269259,-69.737405,DO
JBQ,La Isabela International Airport,La Isabela,18.57250022888184,-69.98560333251953,DO
LRM,Casa De Campo International Airport,La Romana,18.452222,-68.911111,DO
PUJ,Punta Cana International Airport,Punta Cana,18.567093,-68.364558,DO
POP,Gregorio Luperon International Airport,Puerto Plata,19.7579,-70.57,DO
SDQ,Las Américas International Airport,Santo Domingo,18.42970085144,-69.668899536133,DO
STI,Cibao International Airport,Santiago,19.40406,-70.604431,DO
CBV,Coban Airport,Coban,15.469,-90.4067,GT
GUA,La Aurora International Airport,Guatemala City,14.582896,-90.527515,GT
PBR,Puerto Barrios Airport,Puerto Barrios,15.7309,-88.583801,GT
RUV,Rubelsanto Airport,Rubelsanto,15.992,-90.445297,GT
RER,Retalhuleu Airport,Retalhuleu,14.521431,-91.697001,GT
GSJ,San José Airport,Puerto San José,13.9362,-90.8358,GT
FRS,Mundo Maya International Airport,San Benito,16.912391,-89.864792,GT
LCE,Golosón International Airport,La Ceiba,15.7425,-86.852997,HN
SAP,Ramón Villeda Morales International Airport,San Pedro Sula,15.4526,-87.923599,HN
GJA,La Laguna Airport,Guanaja,16.4454,-85.906601,HN
RTB,Juan Manuel Gálvez International Airport,Coxen Hole,16.316799,-86.523003,HN
XPL,Palmerola International Airport / José Enrique Soto Cano Air Base,Palmerola,14.3824,-87.621201,HN
TEA,Tela Airport,Tela,15.7759,-87.4758,HN
TGU,Toncontín International Airport,Tegucigalpa,14.0609,-87.217201,HN
TJI,Trujillo Airport,Trujillo,15.926599,-85.938573,HN
OCJ,Ian Fleming International Airport,Boscobel,18.404079,-76.969754,JM
KIN,Norman Manley International Airport,Kingston,17.935699462890625,-76.7874984741211,JM
MBJ,Sangster International Airport,Montego Bay,18.50342,-77.91323,JM
POT,Ken Jones Airport,Ken Jones,18.1987991333,-76.53450012210001,JM
KTP,Tinson Pen Airport,Tinson Pen,17.98859977722168,-76.82379913330078,JM
ACA,General Juan N. Álvarez International Airport,Acapulco,16.757126,-99.753113,MX
NTR,Del Norte International Airport,Monterrey,25.865601,-100.237,MX
AGU,Jesús Terán Peredo International Airport,Aguascalientes,21.699589,-102.318372,MX
HUX,Bahías de Huatulco International Airport,Huatulco,15.774909,-96.260319,MX
CVJ,General Mariano Matamoros International Airport,Temixco,18.833922,-99.261818,MX
CME,Ciudad del Carmen International Airport,Ciudad del Carmen,18.65369987487793,-91.79900360107422,MX
CUL,Bachigualato Federal International Airport,Culiacán,24.76504,-107.475228,MX
CTM,Chetumal International Airport,Chetumal,18.504985,-88.328018,MX
CEN,Ciudad Obregón International Airport,Ciudad Obregón,27.39259910583496,-109.83300018310548,MX
CPE,Ingeniero Alberto Acuña Ongay International Airport,Campeche,19.815969,-90.500125,MX
CJS,Abraham González International Airport,Ciudad Juárez,31.636673,-106.428533,MX
CUU,General Roberto Fierro Villalobos International Airport,Chihuahua,28.702649,-105.963764,MX
CVM,General Pedro Jose Mendez International Airport,Ciudad Victoria,23.7033,-98.956497,MX
CYW,Captain Rogelio Castillo National Airport,Celaya,20.545998,-100.886539,MX
CZM,Cozumel International Airport,Cozumel,20.514922,-86.928538,MX
DGO,General Guadalupe Victoria International Airport,Durango,24.125468,-104.527938,MX
TPQ,Amado Nervo National Airport,Tepic,21.419833,-104.842472,MX
ESE,Ensenada International Airport / El Ciprés Air Base,Ensenada,31.794516,-116.602384,MX
GDL,Guadalajara International Airport,Guadalajara,20.523342,-103.310108,MX
GYM,General José María Yáñez International Airport,Guaymas,27.9689998626709,-110.9250030517578,MX
HMO,General Ignacio L. Pesqueira International Airport,Hermosillo,29.092811,-111.053015,MX
CLQ,Licenciado Miguel de la Madrid International Airport,Colima,19.277,-103.577002,MX
SLW,Plan De Guadalupe International Airport,Saltillo,25.53786,-100.928346,MX
IZT,General Antonio Cárdenas Rodríguez National Airport / Ixtepec Air Base,Ixtepec,16.445961,-95.093708,MX
JAL,El Lencero Airport,Emiliano Zapata,19.475107,-96.797008,MX
LZC,Lázaro Cárdenas Airport,Lázaro Cárdenas,18.001672,-102.220316,MX
LMM,Valle del Fuerte International Airport,Los Mochis,25.685503,-109.081159,MX
BJX,Guanajuato International Airport,Silao,20.992695,-101.480284,MX
LAP,Manuel Márquez de León International Airport,La Paz,24.072331,-110.362662,MX
LTO,Loreto International Airport,Loreto,25.989549,-111.348408,MX
MAM,General Servando Canales International Airport,Matamoros,25.7698993683,-97.5252990723,MX
MID,Manuel Crescencio Rejón International Airport,Mérida,20.930485,-89.645462,MX
MXL,General Rodolfo Sánchez Taboada International Airport,Mexicali,32.630629,-115.242805,MX
MLM,General Francisco J. Mujica International Airport,Morelia,19.849899,-101.025002,MX
MTT,Minatitlán/Coatzacoalcos International Airport,Cosoleacaque,18.103399,-94.580704,MX
LOV,Monclova International Airport,Monclova,26.9557,-101.470001,MX
MEX,Benito Juárez International Airport,Ciudad de México,19.435137,-99.071328,MX
MTY,Monterrey International Airport,Monterrey,25.778521,-100.106989,MX
MZT,General Rafael Buelna International Airport,Mazatlàn,23.162823,-106.264517,MX
NOG,Nogales International Airport,Nogales,31.225756,-110.976934,MX
NLD,Quetzalcóatl International Airport,Nuevo Laredo,27.443899,-99.570503,MX
OAX,Xoxocotlán International Airport,Oaxaca,16.998773,-96.726092,MX
PAZ,El Tajín National Airport,Poza Rica,20.6026992798,-97.4608001709,MX
PBC,Hermanos Serdán International Airport,Puebla,19.158465,-98.371582,MX
PDS,Piedras Negras International Airport,Piedras Negras,28.627873,-100.53524,MX
UPN,Uruapan - Licenciado y General Ignacio Lopez Rayon International Airport,Uruapan,19.3967,-102.039001,MX
PVR,Puerto Vallarta International Airport,Puerto Vallarta,20.679913,-105.254391,MX
PXM,Puerto Escondido International Airport,Puerto Escondido,15.876808,-97.0891,MX
QRO,Querétaro Intercontinental Airport,Querétaro,20.618779,-100.186449,MX
REX,General Lucio Blanco International Airport,Reynosa,26.0089,-98.2285,MX
SJD,Los Cabos International Airport,San José del Cabo,23.151919,-109.720731,MX
NLU,General Felipe Ángeles International Airport,Mexico City,19.7357,-99.0257,MX
SLP,Ponciano Arriaga International Airport,San Luis Potosí,22.260857,-100.93494,MX
TRC,Francisco Sarabia Tinoco International Airport,Torreón,25.562265,-103.404608,MX
TGZ,Angel Albino Corzo International Airport,Tuxtla Gutiérrez,16.561611,-93.025731,MX
TIJ,General Abelardo L. Rodriguez International Airport,Tijuana,32.541043,-116.969976,MX
TQO,Felipe Carrillo Puerto International Airport Tulum,Tulum,20.172098,-87.660272,MX
TAM,General Francisco Javier Mina International Airport,Tampico,22.2964000702,-97.8658981323,MX
TLC,Adolfo López Mateos International Airport,Toluca,19.3369,-99.56583,MX
TAP,Tapachula International Airport,Tapachula,14.794549,-92.369871,MX
CUN,Cancún International Airport,Cancún,21.040817,-86.87347,MX
VSA,Carlos Rovirosa Pérez International Airport,Villahermosa,17.994283,-92.818199,MX
VER,General Heriberto Jara International Airport,Veracruz,19.139589,-96.188602,MX
ZCL,General Leobardo C. Ruiz International Airport,Zacatecas,22.894942,-102.687154,MX
ZIH,Ixtapa-Zihuatanejo International Airport,Ixtapa,17.601771,-101.460629,MX
ZLO,Playa de Oro International Airport,Manzanillo,19.1448,-104.558998,MX
BEF,Bluefields Airport,Bluefields,11.991,-83.774101,NI
MGA,Augusto C. Sandino (Managua) International Airport,Managua,12.14150047302246,-86.16819763183594,NI
PUZ,Puerto Cabezas Airport,Puerto Cabezas,14.047200202941896,-83.38670349121094,NI
BOC,Bocas del Toro International Airport,Isla Colón,9.34085,-82.250801,PA
CTD,Alonso Valderrama Airport,Chitré,7.98784,-80.409837,PA
CHX,Changuinola Captain Manuel Niño International Airport,Changuinola,9.458962,-82.515062,PA
DAV,Enrique Malek International Airport,David,8.388983,-82.436425,PA
ONX,Enrique Adolfo Jimenez Airport,Colón,9.35664,-79.867401,PA
PAC,Marcos A. Gelabert International Airport,Albrook,8.97334,-79.555603,PA
SYP,Ruben Cantu Airport,Santiago,8.085599899291992,-80.94529724121094,PA
PTY,Tocumen International Airport,Tocumen,9.07136,-79.383499,PA
FON,La Fortuna Arenal Airport,La Fortuna,10.469311,-84.579073,CR
BAI,Buenos Aires Airport,Punta Arenas,9.163949,-83.330171,CR
BCL,Barra del Colorado Airport,Pococi,10.7687,-83.585602,CR
OTR,Coto 47 Airport,Corredores,8.60156,-82.968754,CR
GLF,Golfito Airport,Golfito,8.65401,-83.182198,CR
GPL,Guapiles Airport,Pococi,10.2172002792,-83.79699707030001,CR
LIR,Guanacaste Airport,Liberia,10.5933,-85.544403,CR
LSL,Los Chiles Airport,Los Chiles,11.0353,-84.7061,CR
LIO,Limon International Airport,Puerto Limon,9.95796,-83.022003,CR
NOB,Nosara Airport,Nicoya,9.97649002075,-85.65299987790002,CR
SJO,Juan Santamaría International Airport,San José (Alajuela),9.99386,-84.208801,CR
PJM,Puerto Jimenez Airport,Puerto Jimenez,8.533329963684082,-83.30000305175781,CR
PMZ,Palmar Sur Airport,Palmar Sur,8.95103,-83.468597,CR
SYQ,Tobías Bolaños International Airport,San Jose,9.95705,-84.139801,CR
XQP,Quepos Managua Airport,Quepos,9.44316,-84.129799,CR
UPL,Upala Airport,Upala,10.8922,-85.016197,CR
SAL,El Salvador International Airport Saint Óscar Arnulfo Romero y Galdámez,San Salvador (San Luis Talpa),13.44447,-89.055784,SV
ILS,Ilopango International Airport,San Salvador,13.6995,-89.119904,SV
CYA,Antoine-Simon International Airport,Les Cayes,18.271099,-73.7883,HT
CAP,Cap Haitien International Airport,Cap Haitien,19.725547,-72.20071,HT
JAK,Jacmel Airport,Jacmel,18.2411,-72.518501,HT
JEE,Jérémie Airport,Carrefour Sanon,18.663099,-74.170303,HT
PAP,Toussaint Louverture International Airport,Port-au-Prince,18.580023,-72.292596,HT
PAX,Port-de-Paix Airport,Port-de-Paix,19.934045,-72.84801,HT
BCA,Gustavo Rizo Airport,Baracoa,20.36529922485352,-74.5062026977539,CU
BYM,Carlos Manuel de Cespedes Airport,Bayamo,20.3964,-76.621399,CU
AVI,Máximo Gómez Airport,Ciro Redondo,22.0271,-78.789597,CU
CCC,Jardines Del Rey Airport,Cayo Coco,22.4610004425,-78.32839965820001,CU
CFG,Jaime Gonzalez Airport,Cienfuegos,22.149999618530277,-80.41419982910156,CU
CYO,Vilo Acuña International Airport,Cayo Largo del Sur,21.6165008545,-81.5459976196,CU
CMW,Ignacio Agramonte International Airport,Camaguey,21.419909,-77.848039,CU
SCU,Antonio Maceo International Airport,Santiago,19.97474,-75.835504,CU
NBW,Leeward Point Field,Guantanamo Bay Naval Station,19.9065,-75.2071,CU
GAO,Mariana Grajales Airport,Guantánamo,20.0853,-75.158302,CU
HAV,José Martí International Airport,Havana,22.989200592041016,-82.40910339355469,CU
HOG,Frank Pais International Airport,Holguin,20.785148,-76.315526,CU
VRO,Kawama Airport,Santa Marta,23.124001,-81.301598,CU
MOA,Orestes Acosta Airport,Moa,20.65390014648437,-74.92220306396484,CU
MZO,Sierra Maestra International Airport,Manzanillo,20.288605,-77.087545,CU
GER,Rafael Cabrera Airport,Nueva Gerona,21.834699630737305,-82.78379821777344,CU
UPB,Playa Baracoa Airport,Havana,23.032801,-82.579399,CU
SNU,Abel Santamaria International Airport,Santa Clara,22.492215,-79.943119,CU
SNJ,San Julián Air Base,Sandino,22.100525,-84.157376,CU
SZJ,Siguanea Airport,Isla de la Juventud,21.6425,-82.955101,CU
TND,Alberto Delgado Airport,Trinidad,21.7883,-79.9972,CU
VRA,Juan Gualberto Gomez International Airport,Matanzas,23.034401,-81.435303,CU
VTU,Hermanos Ameijeiras Airport,Las Tunas,20.9876,-76.935799,CU
CYB,Charles Kirkconnell International Airport,West End,19.687,-79.882797,KY
LYB,Edward Bodden Little Cayman Airfield,Blossom Village,19.660161,-80.088826,KY
GCM,Owen Roberts International Airport,George Town,19.292801,-81.357697,KY
MAY,Clarence A. Bain Airport,Mangrove Cay,24.287701,-77.684601,BS
ASD,Andros Town Airport,Andros Town,24.697901,-77.795601,BS
TZN,Congo Town Airport,Andros,24.158701,-77.589798,BS
MHH,Leonard M. Thompson International Airport,Marsh Harbour,26.510711,-77.084262,BS
SAQ,San Andros Airport,Andros Island,25.053800582885746,-78.04900360107422,BS
AXP,Spring Point Airport,Spring Point,22.441799,-73.970901,BS
TCB,Treasure Cay Airport,Treasure Cay,26.745300293,-77.3912963867,BS
CCZ,Chub Cay Airport,Chub Cay,25.417101,-77.880898,BS
GHC,Great Harbour Cay Airport,Bullocks Harbour,25.7383,-77.840103,BS
BIM,South Bimini Airport,South Bimini,25.6998996735,-79.2647018433,BS
ATC,Arthur's Town Airport,Arthur's Town,24.6294,-75.673797,BS
TBI,New Bight Airport,Cat Island,24.3153,-75.452301,BS
CRI,Colonel Hill Airport,Colonel Hill,22.7456,-74.182404,BS
GGT,Exuma International Airport,Moss Town,23.562599,-75.877998,BS
ELH,North Eleuthera Airport,North Eleuthera,25.475823,-76.680784,BS
GHB,Governor's Harbour Airport,Governor's Harbour,25.2847,-76.331001,BS
NMC,Normans Cay Airport,Normans Cay,24.594299,-76.820198,BS
RSD,Rock Sound International Airport,Rock Sound,24.89165,-76.177602,BS
TYM,Staniel Cay Airport,Staniel Cay,24.1691,-76.439102,BS
FPO,Grand Bahama International Airport,Freeport,26.557996,-78.695583,BS
IGA,Inagua Airport,Matthew Town,20.975,-73.666901,BS
LGI,Deadman's Cay Airport,Deadman's Cay,23.1790008545,-75.09359741210001,BS
SML,Stella Maris Airport,Stella Maris,23.582317,-75.268621,BS
MYG,Mayaguana Airport,Abraham Bay Settlement,22.379499,-73.013494,BS
NAS,Lynden Pindling International Airport,Nassau,25.039,-77.466202,BS
DCT,Duncan Town Airport,Duncan Town,22.181801,-75.7295,BS
ZSA,San Salvador International Airport,San Salvador,24.063041,-74.523233,BS
BZE,Philip S. W. Goldson International Airport,Belize City,17.539951,-88.303556,BZ
PLJ,Placencia Airport,Placencia,16.536957,-88.361511,BZ
RAR,Rarotonga International Airport,Avarua,-21.2027,-159.806,CK
NAN,Nadi International Airport,Nadi,-17.761822,177.437843,FJ
SUV,Nausori International Airport,Nausori,-18.044226,178.561486,FJ
LBS,Labasa Airport,Labasa,-16.4667,179.339996,FJ
TBU,Fua'amotu International Airport,Nuku'alofa,-21.241438,-175.149164,TO
HPA,Lifuka Island Airport,Lifuka,-19.777000427246094,-174.34100341796875,TO
VAV,Vava'u International Airport,Vava'u Island,-18.5853,-173.962006,TO
PHG,Port Harcourt City Airport / Port Harcourt Air Force Base,Port Harcourt,4.846111,7.021389,NG
FUN,Funafuti International Airport,Funafuti,-8.523885,179.196976,TV
TRW,Bonriki International Airport,South Tarawa,1.38164,173.147003,KI
TBF,Tabiteuea North Airport,,-1.22447,174.776001,KI
IUE,Niue International Airport,Alofi,-19.080109,-169.923493,NU
NLH,Ninglang Luguhu Airport,Ninglang,27.5403,100.7593,CN
WLS,Hihifo Airport,Wallis Island,-13.239445,-176.19865,WF
PHH,Pokhara International Airport,Pokhara,28.1838,84.0147,NP
APW,Faleolo International Airport,Apia,-13.83,-172.007996,WS
PPG,Pago Pago International Airport,Pago Pago,-14.331,-170.710007,AS
PPT,Fa'a'ā International Airport,Papeete,-17.553472,-149.606936,PF
RUR,Rurutu Airport,,-22.43409919738769,-151.36099243164062,PF
TUB,Tubuai Airport,,-23.36540031433105,-149.5240020751953,PF
AAA,Anaa Airport,Anaa,-17.3526,-145.509995,PF
FGU,Fangatau Airport,Fangatau,-15.820044,-140.888071,PF
TIH,Tikehau Airport,Tuherahera,-15.1196,-148.231003,PF
REA,Reao Airport,Reao,-18.46652,-136.43855,PF
FAV,Fakarava Airport,,-16.054100036621094,-145.65699768066406,PF
XMH,Manihi Airport,,-14.436800003051758,-146.07000732421875,PF
GMR,Totegegie Airport,,-23.07990074157715,-134.88999938964844,PF
KKR,Kaukura Airport,Raitahiti,-15.6633,-146.884995,PF
MKP,Makemo Airport,Makemo,-16.5839,-143.658005,PF
TKP,Takapoto Airport,,-14.709500312805176,-145.24600219726562,PF
AXR,Arutua Airport,,-15.248299598693848,-146.61700439453125,PF
MVT,Mataiva Airport,,-14.8681001663208,-148.7169952392578,PF
AHE,Ahe Airport,Ahe Atoll,-14.428099632263184,-146.2570037841797,PF
TKX,Takaroa Airport,,-14.45580005645752,-145.02499389648438,PF
NHV,Nuku Hiva Airport,Nuku Hiva,-8.7956,-140.229004,PF
AUQ,Hiva Oa-Atuona Airport,Hiva Oa Island,-9.76879024506,-139.011001587,PF
BOB,Bora Bora Airport,Motu Mute,-16.444400787353516,-151.75100708007812,PF
RGI,Rangiroa Airport,,-14.954299926757812,-147.66099548339844,PF
HUH,Huahine-Fare Airport,Fare,-16.687084,-151.021593,PF
MOZ,Moorea Temae Airport,Moorea-Maiao,-17.48979,-149.761777,PF
HOI,Hao Airport,Otepa,-18.0748,-140.945999,PF
MAU,Maupiti Airport,,-16.42650032043457,-152.24400329589844,PF
RFP,Raiatea Airport,Uturoa,-16.7229,-151.466003,PF
ZGU,Gaua Island Airport,Gaua Island,-14.2181,167.587006,VU
SON,Santo Pekoa International Airport,Luganville,-15.505000114399998,167.220001221,VU
VLI,Bauerfield International Airport,Port Vila,-17.699301,168.320007,VU
TAH,Whitegrass Airport,Tanna Island,-19.455099,169.223999,VU
TGJ,Tiga Airport,Tiga,-21.096407,167.80379,NC
KNQ,Koné Airport,Koné,-21.053551,164.838768,NC
ILP,Île des Pins Airport,Île des Pins,-22.58889961242676,167.45599365234375,NC
LIF,Lifou Airport,Lifou,-20.774563,167.239328,NC
GEA,Nouméa Magenta Airport,Nouméa,-22.25812,166.472783,NC
MEE,Maré Airport,Maré,-21.482438,168.038465,NC
TOU,Touho Airport,Touho,-20.790127,165.259524,NC
UVE,Ouvéa Airport,Ouvéa,-20.640932,166.573024,NC
NOU,La Tontouta International Airport,Nouméa (La Tontouta),-22.014601,166.212997,NC
AKL,Auckland International Airport,Auckland,-37.01199,174.786331,NZ
TUO,Taupo Airport,Taupo,-38.73970031738281,176.08399963378906,NZ
AMZ,Ardmore Airport,Manurewa,-37.02970123291016,174.97300720214844,NZ
CHC,Christchurch International Airport,Christchurch,-43.489029,172.532065,NZ
CHT,Inia William Tuuta Memorial Airport,Te One,-43.81189,-176.46514,NZ
DUD,Dunedin International Airport,Dunedin,-45.928101,170.197998,NZ
GIS,Gisborne Airport,Gisborne,-38.6633,177.977997,NZ
GTN,Glentanner Airport,Glentanner Station,-43.906700134277344,170.1280059814453,NZ
HKK,Hokitika Airfield,,-42.713600158691406,170.98500061035156,NZ
HLZ,Hamilton International Airport,Hamilton,-37.866961,175.331952,NZ
KKE,Kerikeri Airport,Kerikeri,-35.259148,173.913317,NZ
KAT,Kaitaia Airport,Awanui,-35.069837,173.287053,NZ
ALR,Alexandra Aerodrome,Alexandra,-45.210495,169.371113,NZ
MON,Mount Cook Airport,,-43.764999,170.132996,NZ
TEU,Manapouri Airport,,-45.5331,167.649994,NZ
MRO,Hood Airport,Masterton,-40.974634,175.63454,NZ
NPL,New Plymouth Airport,New Plymouth,-39.00859832763672,174.1790008544922,NZ
NPE,Hawke's Bay Airport,Napier,-39.465801,176.869995,NZ
NSN,Nelson Airport,Nelson,-41.298302,173.220993,NZ
IVC,Invercargill Airport,Invercargill,-46.41239929199219,168.31300354003906,NZ
OHA,RNZAF Base Ohakea,,-40.20600128173828,175.38800048828125,NZ
OAM,Oamaru Airport,,-44.970001,171.082001,NZ
PMR,Palmerston North Airport,Palmerston North,-40.320599,175.617004,NZ
PPQ,Paraparaumu Airport,,-40.90470123291016,174.98899841308594,NZ
ZQN,Queenstown Airport,Queenstown,-45.019205,168.746379,NZ
ROT,Rotorua Regional Airport,Rotorua,-38.1092,176.317001,NZ
TRG,Tauranga Airport,Tauranga,-37.67190170288086,176.1959991455078,NZ
TIU,Timaru Airport,,-44.30279922485352,171.22500610351562,NZ
TWZ,Pukaki Airport,Twitzel,-44.2350006104,170.117996216,NZ
BHE,Woodbourne Airport,Blenheim,-41.5182991027832,173.8699951171875,NZ
WKA,Wanaka Airport,Wanaka,-44.722954,169.248419,NZ
WHK,Whakatane Airport,,-37.92060089111328,176.91400146484375,NZ
WLG,Wellington International Airport,Wellington,-41.327202,174.804993,NZ
WIR,Wairoa Airport,Wairoa,-39.012118,177.404395,NZ
WRE,Whangarei Airport,Whangarei,-35.769253,174.363713,NZ
WSZ,Westport Airport,Westport,-41.737111,171.579033,NZ
WAG,Wanganui Airport,Wanganui,-39.963467,175.02444,NZ
HEA,Herat - Khwaja Abdullah Ansari International Airport,Guzara,34.209999,62.228298,AF
OAI,Bagram Airfield,Bagram,34.946098,69.264999,AF
JAA,Jalalabad Airport,Jalalabad,34.399799,70.498596,AF
KBL,Kabul International Airport,Kabul,34.565899,69.212303,AF
KDH,Ahmad Shah Baba International Airport / Kandahar Airfield,Khvoshab,31.505769,65.847963,AF
KHT,Khost International Airport,Khost,33.284605,69.80734,AF
MMZ,Maymana Zahiraddin Faryabi Airport,Maymana,35.930801,64.760902,AF
MZR,Mazar-i-Sharif International Airport,Mazar-i-Sharif,36.70412,67.210459,AF
UND,Kunduz Airport,Kunduz,36.6651,68.910797,AF
BAH,Bahrain International Airport,Manama,26.267295,50.63764,BH
OCS,Corisco International Airport,Corisco Island,0.910937,9.33027,GQ
AHB,Abha International Airport,Abha,18.2404,42.656601,SA
HOF,Al-Ahsa International Airport,Hofuf,25.285299,49.485199,SA
ULH,Al-Ula International Airport,Al-Ula,26.483634,38.117048,SA
ABT,King Saud Bin Abdulaziz (Al Baha) Airport,Al-Baha,20.298506,41.636153,SA
BHH,Bisha Airport,Bisha,19.9844,42.620899,SA
DMM,King Fahd International Airport,Ad Dammam,26.4691,49.798209,SA
DWD,Dawadmi Domestic Airport,Dawadmi,24.4499,44.121201,SA
DHA,King Abdulaziz Air Base,Dhahran,26.2654,50.152,SA
GIZ,Jizan Regional Airport / King Abdullah bin Abdulaziz Airport,Jizan,16.9011,42.5858,SA
ELQ,Prince Naif bin Abdulaziz International Airport,Qassim,26.302799,43.774399,SA
URY,Gurayat Domestic Airport,Gurayat,31.412413,37.278898,SA
HAS,Ha'il Airport,Ha'il,27.437901,41.686298,SA
JED,King Abdulaziz International Airport,Jeddah,21.6796,39.156502,SA
KMC,King Khaled Military City Airport,King Khaled Military City,27.9009,45.528198,SA
KMX,King Khalid Air Base,Khamis Mushait,18.2973,42.803501,SA
MED,Prince Mohammad Bin Abdulaziz Airport,Medina,24.5534,39.705101,SA
EAM,Najran Domestic Airport,Najran,17.611401,44.419201,SA
NUM,Neom Bay Airport,Sharma,27.924261,35.29358,SA
AQI,Al Qaisumah/Hafr Al Batin Airport,Qaisumah,28.335199,46.125099,SA
AKH,Prince Sultan Air Base,Al Kharj,24.0627,47.580502,SA
RAH,Rafha Domestic Airport,Rafha,29.626399993896484,43.4906005859375,SA
RUH,King Khalid International Airport,Riyadh,24.9576,46.698799,SA
RAE,Arar Domestic Airport,Arar,30.90660095214844,41.13819885253906,SA
SHW,Sharurah Domestic Airport,Sharurah,17.4669,47.121399,SA
AJF,Al-Jawf International Airport,Al-Jawf,29.783301,40.100905,SA
TUU,Prince Sultan bin Abdulaziz International Airport,Tabuk,28.3711,36.624865,SA
TIF,Taif International Airport,Taif,21.484739,40.544074,SA
TUI,Turaif Domestic Airport,Turaif,31.692188,38.731544,SA
WAE,Wadi Al Dawasir Domestic Airport,Wadi Al Dawasir,20.504299,45.1996,SA
EJH,Al Wajh Domestic Airport,Al Wajh,26.198601,36.476398,SA
YNB,Prince Abdulmohsen Bin Abdulaziz International Airport,Yanbu,24.144199,38.0634,SA
ABD,Abadan Ayatollah Jami International Airport,Abadan,30.367887,48.230075,IR
DEF,Dezful Airport,Dezful,32.434399,48.397598,IR
AKW,Aghajari Airport,Aghajari,30.7444,49.6772,IR
GCH,Gachsaran Airport,Gachsaran,30.333869,50.833796,IR
QMJ,Shahid Asiyaee Airport,Masjed Soleyman,32.001719,49.268599,IR
MRX,Mahshahr Airport,Mahshahr,30.5562,49.151901,IR
AWZ,Qasem Soleimani International Airport,Ahvaz,31.3364,48.763789,IR
AEU,Abu Musa Island Airport,Abu Musa,25.8757,55.033001,IR
BUZ,Bushehr Airport,Bushehr,28.9447994232,50.8345985413,IR
KNR,Jam Airport,Jam,27.820499,52.3522,IR
KIH,Kish International Airport,Kish Island,26.525427,53.980462,IR
BDH,Bandar Lengeh International Airport,Bandar Lengeh,26.532283,54.82484,IR
PGU,Persian Gulf International Airport,Khiyaroo,27.379601,52.737701,IR
KHK,Khark Airport,Khark,29.260503,50.322193,IR
SXI,Siri Airport,Siri,25.908899,54.539398,IR
LVP,Lavan Airport,Lavan Airport,26.810742,53.354302,IR
KSH,Shahid Ashrafi Esfahani Airport,Kermanshah,34.3459014893,47.1581001282,IR
IIL,Ilam Airport,Ilam,33.58660125732422,46.40480041503906,IR
KHD,Khoram Abad Airport,,33.43539810180664,48.282901763916016,IR
SDG,Sanandaj Airport,,35.24589920043945,47.00920104980469,IR
KKS,Kashan Airport,Kashan,33.895302,51.577,IR
IFN,Isfahan Shahid Beheshti International Airport,Isfahan,32.755142,51.883877,IR
CQD,Shahrekord Airport,Shahrekord,32.2971992493,50.8422012329,IR
RAS,Sardar-e-Jangal Airport,Rasht,37.323333,49.617778,IR
HDM,Hamadan Airport,Hamadan,34.869202,48.552502,IR
NUJ,Nojeh Air Base,Amirabad,35.211601,48.6534,IR
IKA,Imam Khomeini International Airport,Tehran,35.416099548339844,51.15219879150391,IR
THR,Mehrabad International Airport,Tehran,35.68920135498047,51.31340026855469,IR
GZW,Qazvin Airport,Qazvin,36.240101,50.0471,IR
PYK,Payam Karaj International Airport,Karaj,35.7761,50.826698,IR
BND,Bandar Abbas International Airport,Bandar Abbas,27.2183,56.3778,IR
JYR,Jiroft Airport,Jiroft,28.723519,57.675037,IR
KER,Ayatollah Hashemi Rafsanjani International Airport,Kerman,30.271276,56.949692,IR
BXR,Bam Airport,Bam,29.0842,58.450001,IR
GSM,Qeshm International Airport,Qeshm(Dayrestan),26.754639,55.902353,IR
RJN,Rafsanjan Airport,Rafsanjan,30.298345,56.048979,IR
SYJ,Sirjan Airport,Sirjan,29.5509,55.672699,IR
XBJ,Birjand International Airport,Birjand,32.896525,59.281258,IR
CKT,Sarakhs Airport,Sarakhs,36.501202,61.064899,IR
MHD,Mashhad International Airport,Mashhad,36.234821,59.642949,IR
BJB,Bojnord Airport,Bojnord,37.49300003051758,57.30820083618164,IR
AFZ,Sabzevar National Airport,Sabzevar,36.16809844970703,57.59519958496094,IR
TCX,Tabas Airport,Tabas,33.667801,56.8927,IR
GBT,Gorgan Airport,Gorgan,36.9094009399,54.4012985229,IR
NSH,Nowshahr Airport,Nowshahr,36.664286,51.46273,IR
RZR,Ramsar Airport,Ramsar,36.90701,50.687316,IR
SRY,Sari Dasht-e Naz International Airport,Sari,36.644408,53.188761,IR
FAZ,Fasa Airport,Fasa,28.8918,53.723301,IR
LRR,Lar Airport,Lar,27.6747,54.383301,IR
LFM,Lamerd Airport,Lamerd,27.3727,53.188801,IR
